city_id,city,country_code,country_name,continent,1980-1982,1983-1985,1986-1988,1989-1991,1992-1994,1995-1997,1998-2000,2001-2003,2004-2006,2007-2009,2010-2012,2013-2014
Santo Inácio_BR,Santo Inácio,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Santos Dumont_BR,Santos Dumont,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents,Low,No patents
Santos_BR,Santos,BR,Brazil,Latin America,No patents,Medium,No patents,No patents,Medium,No patents,Very Low,High,High,High,High,Very High
Santrampur_IN,Santrampur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Sanya_CN,Sanya,CN,China,Asia,No patents,No patents,No patents,Low,Medium,Medium,Medium,Very Low,High,High,Very High,Very High
Sapanca_TR,Sapanca,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Very Low,High,Low,Medium,Very High
Sapiranga_BR,Sapiranga,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium
Sapopemba_BR,Sapopemba,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Medium
Sapucaia do Sul_BR,Sapucaia do Sul,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,High,High,High
Saquarema_BR,Saquarema,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Sarada_IN,Sarada,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Medium,Very Low,No patents,No patents
Saraikela_IN,Saraikela,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low
Sarandi_BR,Sarandi,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Medium
Sarapuí_BR,Sarapuí,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Saray_TR,Saray,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Medium,Medium
Sarayköy_TR,Sarayköy,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Very Low,No patents,Very Low
Sardhana_IN,Sardhana,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,Low
Sarkaghat_IN,Sarkaghat,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Saruhanlı_TR,Saruhanlı,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,No patents
Sarwar_IN,Sarwar,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low
Sarıkaya_TR,Sarıkaya,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Sarıyahşi_TR,Sarıyahşi,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Sasaram_IN,Sasaram,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low
Sasvad_IN,Sasvad,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,Medium,Low,Very Low,Very Low,No patents,No patents,High
Satana_IN,Satana,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low
Satara_IN,Satara,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,High,High
Satna_IN,Satna,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low,No patents
Sattankulam_IN,Sattankulam,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium
Sattenapalle_IN,Sattenapalle,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low,Very Low
Sattur_IN,Sattur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Very Low,Medium
Satyamangalam_IN,Satyamangalam,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium
Satyavedu_IN,Satyavedu,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium,Low,Very Low
Saudade do Iguaçu_BR,Saudade do Iguaçu,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Saundatti_IN,Saundatti,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Savli_IN,Savli,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,High,Medium
Sawai Madhopur_IN,Sawai Madhopur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Sayula_MX,Sayula,MX,Mexico,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents
Saúde_BR,Saúde,BR,Brazil,Latin America,Very High,High,High,High,Medium,High,High,Medium,High,High,High,Very High
Schroeder_BR,Schroeder,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low
Se_BR,Se,BR,Brazil,Latin America,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High
Seara_BR,Seara,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium
Segunda R.A_BR,Segunda R.A,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,No patents
Segunda Regiao_BR,Segunda Regiao,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Segundo Subdistrito_BR,Segundo Subdistrito,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,High,Medium
Selbach_BR,Selbach,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Selçuk_TR,Selçuk,TR,Turkey,Asia,No patents,Very Low,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Low,Low
Selçuklu_TR,Selçuklu,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,High,High,Very High
Senador Firmino_BR,Senador Firmino,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Senador Melo Viana_BR,Senador Melo Viana,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,Low,Very Low,No patents
Seoni_IN,Seoni,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Seram_IN,Seram,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,No patents,No patents
Serik_TR,Serik,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Seropédica_BR,Seropédica,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,Low,Very Low
Serra Negra_BR,Serra Negra,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Serra dourada_BR,Serra dourada,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,High,Medium
Serra_BR,Serra,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,Medium,No patents,No patents,No patents,No patents,Medium,Very Low
Serrana_BR,Serrana,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Very Low,No patents,Very Low,No patents,No patents
Serrinha_BR,Serrinha,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Sertaozinho_BR,Sertaozinho,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,Medium,Low,High,Medium,High,High,High
Sete Quedas_BR,Sete Quedas,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents
Setima R.A_BR,Setima R.A,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,High,Medium
Setima Regiao_BR,Setima Regiao,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,High,High
Setsoto_ZA,Setsoto,ZA,South Africa,Africa,No patents,No patents,Very Low,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents
Sexta R.A_BR,Sexta R.A,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,High,Medium,High
Sexta Regiao_BR,Sexta Regiao,BR,Brazil,Latin America,No patents,No patents,Very Low,No patents,Very Low,Medium,No patents,Very Low,No patents,No patents,High,High
Seydişehir_TR,Seydişehir,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Shahada_IN,Shahada,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Shahapur_IN,Shahapur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,Medium,High
Shahdol_IN,Shahdol,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Shahganj_IN,Shahganj,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Shahjahanpur_IN,Shahjahanpur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Low,No patents,Low
Shahuwadi_IN,Shahuwadi,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Shanghai_CN,Shanghai,CN,China,Asia,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High
Shangluo_CN,Shangluo,CN,China,Asia,No patents,Low,Medium,Medium,High,High,High,High,High,Very High,Very High,High
Shangqiu Shì_CN,Shangqiu Shì,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,No patents
Shangqiu_CN,Shangqiu,CN,China,Asia,No patents,No patents,Medium,High,Very High,High,Very High,Very High,Very High,Very High,Very High,Very High
Shangrao Shì_CN,Shangrao Shì,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,No patents,No patents,No patents,Medium
Shangrao_CN,Shangrao,CN,China,Asia,No patents,Very Low,High,High,High,High,Very High,Very High,Very High,Very High,Very High,Very High
Shangyu_CN,Shangyu,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,Very Low,High,High,No patents
Shanming_CN,Shanming,CN,China,Asia,No patents,No patents,High,High,High,Very High,High,Very High,Very High,Very High,Very High,Very High
Shanshan_CN,Shanshan,CN,China,Asia,No patents,No patents,Low,Low,Low,Medium,Medium,Medium,Medium,High,Very High,No patents
Shantou_CN,Shantou,CN,China,Asia,No patents,Medium,High,High,High,High,Very High,Very High,Very High,Very High,Very High,Very High
Shanwei_CN,Shanwei,CN,China,Asia,No patents,No patents,No patents,No patents,Medium,Medium,High,High,Very High,Very High,Very High,Very High
Shaoguan_CN,Shaoguan,CN,China,Asia,No patents,High,High,High,High,High,High,Very High,Very High,Very High,Very High,Very High
Shaoshan_CN,Shaoshan,CN,China,Asia,No patents,No patents,Very Low,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Shaoxing_CN,Shaoxing,CN,China,Asia,No patents,Very Low,High,High,High,Very High,Very High,Very High,Very High,Very High,Very High,Very High
Shaoyang Shì_CN,Shaoyang Shì,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Low,No patents
Shaoyang_CN,Shaoyang,CN,China,Asia,No patents,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High
Shenyang Shì_CN,Shenyang Shì,CN,China,Asia,No patents,No patents,Low,Low,Medium,High,High,High,Very High,Very High,Very High,Very High
Shenyang_CN,Shenyang,CN,China,Asia,Very Low,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High
Shenzhen_CN,Shenzhen,CN,China,Asia,No patents,High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High
Sheohar_IN,Sheohar,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Sheopur_IN,Sheopur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Shertallai_IN,Shertallai,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium,Low,Medium,Medium,Medium
Shevgaon_IN,Shevgaon,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High
Shibing_CN,Shibing,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,No patents,No patents
Shifang_CN,Shifang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,Very Low,No patents
Shigatse_CN,Shigatse,CN,China,Asia,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,Very Low,No patents,No patents,Low,No patents
Shihezi_CN,Shihezi,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High
Shijiazhuang_CN,Shijiazhuang,CN,China,Asia,No patents,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High
Shikohabad_IN,Shikohabad,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,Very Low
Shillong_IN,Shillong,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Medium
Shimla_IN,Shimla,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,Medium,No patents
Shimoga_IN,Shimoga,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,High,High,High
Shiqian_CN,Shiqian,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,Medium,Medium,No patents
Shirhatti_IN,Shirhatti,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Shirol_IN,Shirol,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,Very Low,No patents
Shirpur_IN,Shirpur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,High
Shirur_IN,Shirur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium,No patents,Very Low,Medium
Shishi_CN,Shishi,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Medium,High,High
Shivpuri_IN,Shivpuri,IN,India,Asia,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,Medium,High,High,Very Low
Shiyan_CN,Shiyan,CN,China,Asia,No patents,Low,High,High,High,High,Very High,Very High,Very High,Very High,Very High,Very High
Shizuishan Shì_CN,Shizuishan Shì,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,Medium,Medium,High,High
Shizuishan_CN,Shizuishan,CN,China,Asia,No patents,No patents,Medium,Medium,Medium,High,Medium,High,Very High,Very High,Very High,Very High
Shorapur_IN,Shorapur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Shouguang_CN,Shouguang,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,Low,Low,Medium
Shrigonda_IN,Shrigonda,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Low,Low
Shrirampur_IN,Shrirampur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,Low,Medium,High,High
Shrirangapattana_IN,Shrirangapattana,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,Low
Shuangbai_CN,Shuangbai,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Very Low,High,High,Very High,High
Shuangyashan_CN,Shuangyashan,CN,China,Asia,No patents,High,High,High,High,High,High,Very High,Very High,Very High,Very High,High
Shulan_CN,Shulan,CN,China,Asia,No patents,Very Low,Very Low,Low,Low,Very Low,Medium,High,High,High,High,No patents
Shuozhou_CN,Shuozhou,CN,China,Asia,No patents,No patents,Very Low,Medium,Medium,Medium,Very Low,Medium,High,Very High,Very High,Very High
Sibsagar_IN,Sibsagar,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,No patents
Siddapur_IN,Siddapur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,Very Low,Very Low
Siddhapur_IN,Siddhapur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Siddipet_IN,Siddipet,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,Medium
Siderópolis_BR,Siderópolis,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Sidhi_IN,Sidhi,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Sidlaghatta_IN,Sidlaghatta,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Sierra Gorda_CL,Sierra Gorda,CL,Chile,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Sihui_CN,Sihui,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,Low,Very Low,Medium,No patents
Sikandarabad_IN,Sikandarabad,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,High,Very High,Very High,Very High
Sikar_IN,Sikar,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Very Low,Very Low
Sikkim_IN,Sikkim,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Silao_MX,Silao,MX,Mexico,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Silchar_IN,Silchar,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Very Low,No patents,Very Low
Siliguri_IN,Siliguri,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,No patents
Sillod_IN,Sillod,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Silvan_TR,Silvan,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,High,Medium,No patents
Silvassa_IN,Silvassa,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Silvestre_BR,Silvestre,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Simav_TR,Simav,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Low,No patents,No patents
Simdega_IN,Simdega,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Simão Dias_BR,Simão Dias,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Simões Filho_BR,Simões Filho,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Simões_BR,Simões,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Sinan_CN,Sinan,CN,China,Asia,No patents,No patents,Low,Very Low,No patents,Very Low,Very Low,No patents,High,High,High,Medium
Sindkhed Raja_IN,Sindkhed Raja,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Very Low
Sindkheda_IN,Sindkheda,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Singrauli_IN,Singrauli,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,No patents
Sinnar_IN,Sinnar,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,Low,No patents,Very Low
Sinop_BR,Sinop,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents
Siping_CN,Siping,CN,China,Asia,No patents,Very Low,High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,High
Sira_IN,Sira,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,Medium
Sirhind_IN,Sirhind,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Very Low
Sirkazhi_IN,Sirkazhi,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,Low,Medium
Sironj_IN,Sironj,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High
Sirpur_IN,Sirpur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Medium,No patents,Medium
Sirsa_IN,Sirsa,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Low,High
Sirsi_IN,Sirsi,IN,India,Asia,Medium,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,Low,Low
Sirsilla_IN,Sirsilla,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,Very Low,No patents,Very Low
Sitamarhi_IN,Sitamarhi,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium,High,Medium,Low
Sitapur_IN,Sitapur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,Low,No patents
Siuri_IN,Siuri,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,Low,Very Low
Sivaganga_IN,Sivaganga,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Medium,No patents
Sivagiri_IN,Sivagiri,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Very Low,Very Low
Sivas Merkezi_TR,Sivas Merkezi,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,No patents,No patents
Siverek_TR,Siverek,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Sivrihisar_TR,Sivrihisar,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents
Siwan_IN,Siwan,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,High,Medium,Very Low
Sobradinho_BR,Sobradinho,BR,Brazil,Latin America,Very Low,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Medium,Low
Sobrado_BR,Sobrado,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Medium
Sobral_BR,Sobral,BR,Brazil,Latin America,No patents,No patents,Medium,Very Low,Medium,Medium,No patents,No patents,No patents,Low,High,High
Socavao_BR,Socavao,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents
Socorro_BR,Socorro,BR,Brazil,Latin America,No patents,Very Low,No patents,Very Low,No patents,Very Low,No patents,No patents,Medium,No patents,Low,High
Sol Plaatjie_ZA,Sol Plaatjie,ZA,South Africa,Africa,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,High,Low,Low,Low
Solan_IN,Solan,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low
Solapur_IN,Solapur,IN,India,Asia,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,Very Low,Very Low,High,High,Medium
Soledad de Doblado_MX,Soledad de Doblado,MX,Mexico,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low
Soledad de Graciano Sánchez_MX,Soledad de Graciano Sánchez,MX,Mexico,Latin America,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,No patents,No patents,Low
Soledade_BR,Soledade,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Solemar_BR,Solemar,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Sombrerete_MX,Sombrerete,MX,Mexico,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents
Sombrio_BR,Sombrio,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Sonapur_IN,Sonapur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Very Low
Songtao Miao_CN,Songtao Miao,CN,China,Asia,No patents,No patents,Low,No patents,No patents,No patents,Very Low,No patents,No patents,Medium,High,No patents
Songyuan_CN,Songyuan,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,No patents
Sonipat_IN,Sonipat,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Medium,No patents,High,High
